category,filepath
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage282.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage283.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage285.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage293.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage294.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage295.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage297.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage299.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage2.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage302.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage305.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage306.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage308.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage309.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage313.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage314.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage315.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage316.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage317.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage319.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage377.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage379.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage383.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage387.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage389.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage391.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage392.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage394.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage398.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage3.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage4.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage5.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage6.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage74.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage76.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage7.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage80.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage81.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage82.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage85.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage86.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage88.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage89.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage8.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage90.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage91.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage93.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage95.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage96.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage97.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage98.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage99.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/antsimage9.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage101.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage102.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage104.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage105.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage106.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage107.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage109.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage10.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage110.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage111.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage112.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage113.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage114.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage115.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage116.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage117.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage118.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage11.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage12.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage13.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage14.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage15.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage16.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage17.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage187.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage18.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage190.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage191.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage192.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage193.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage194.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage196.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage197.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage198.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage19.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage1.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage202.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage203.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage204.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage205.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage206.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage207.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage208.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage209.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage20.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage210.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage211.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage214.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage216.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage217.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage218.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage220.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage283.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage284.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage286.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage287.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage289.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage290.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage294.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage301.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage307.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage308.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage310.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage314.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage319.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage376.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage381.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage385.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage386.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage3.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage4.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage5.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage6.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage7.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage89.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage8.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage90.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage91.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage92.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage93.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage95.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage96.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage97.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage98.jpg
ants,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants/fire_antsimage99.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage100.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage101.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage102.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage103.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage104.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage105.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage106.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage107.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage108.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage109.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage10.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage110.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage111.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage112.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage114.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage115.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage116.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage117.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage118.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage11.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage120.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage12.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage13.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage14.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage15.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage16.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage17.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage189.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage18.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage190.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage191.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage192.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage193.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage194.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage195.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage196.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage197.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage19.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage1.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage200.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage201.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage202.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage203.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage204.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage206.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage20.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage211.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage213.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage215.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage217.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage218.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage219.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage220.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage274.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage275.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage276.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage277.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage280.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage281.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage282.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage284.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage286.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage287.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage289.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage290.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage291.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage293.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage297.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage298.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage299.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage2.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage301.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage303.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage304.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage305.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage306.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage308.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage313.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage316.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage317.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage318.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage319.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage320.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage376.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage377.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage379.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage382.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage386.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage388.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage390.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage392.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage393.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage394.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage396.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage397.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage398.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage3.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage401.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage402.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage403.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage405.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage408.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage410.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage412.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage413.jpg
bed_bugs,/home/eyan/Desktop/bug_bite/web_scraping/useful/bed_bugs/bed_bugsimage418.jpg
