title,price,image,link,category
Gold Bond Medicated Pain and Itch Relief Cream with Lidocaine 1.75oz,$6.74,https://i5.walmartimages.com/asr/bd31faeb-59ec-4a74-8aee-967659959ba9_1.02e5a341d8af95c2236e2ae476216277.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://www.walmart.com/ip/Gold-Bond-Medicated-Pain-and-Itch-Relief-Cream-with-Lidocaine-1-75oz/51501766,benadryl
"CeraVe Itch Relief Moisturizing Lotion, 8 Fl. Oz.",$14.88,https://i5.walmartimages.com/asr/b35871f3-5b90-46bc-803b-eabd56e512c8_1.166f70dce04b08c84904802feb1e9376.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://www.walmart.com/ip/CeraVe-Itch-Relief-Moisturizing-Lotion-8-Fl-Oz/517297425,benadryl
"After Bite Kids, Sensitive Formula, Pharmacist Preferred Insect Bite &amp; Sting Treatment, Natural Healing, Aloe Vera, Skin Protectant, Portable Instant Relief, Stop Itching Cream, 0.7-ounce",$3.47,https://i5.walmartimages.com/asr/5c36d729-596b-4aa8-b3a6-27246114ab80_1.205cb8b2c80f4f8fbf2b01153a89abbe.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://www.walmart.com/ip/Cream-Healing-Formula-Vera-Stop-Sting-Bite-0-7-ounce-Natural-Itching-Treatment-Sensitive-Insect-Relief-Protectant-Instant-Kids-Preferred-Portable-Aft/35785583,benadryl
Cortizone 10 Easy Relief Applicator Anti-Itch Liquid 1.25oz,$4.52,https://i5.walmartimages.com/asr/abcc98e2-63ba-4d48-92a9-e92886e9959e_1.6048071ba7678ac8c521eb59320ef96f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://www.walmart.com/ip/Cortizone-10-Easy-Relief-Applicator-Anti-Itch-Liquid-1-25oz/12166535,benadryl
"Monistat Care Instant Itch Relief Spray, Cools &amp; Soothes, Maximum Strength, 2 OZ",$7.66,https://i5.walmartimages.com/asr/5b40f45f-8ae4-4698-8699-3b4b332d6291_1.ea8dc9477eeeca4c094e4b489625a110.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://www.walmart.com/ip/Monistat-Care-Instant-Itch-Relief-Spray-Cools-Soothes-Maximum-Strength-2-OZ/967028909,benadryl
Cortizone 10 Feminine Relief Anti-Itch Crme 1oz,$4.52,https://i5.walmartimages.com/asr/718e78e8-06bd-4ebd-aa42-cb9b5f2bba99_1.344374e69258b339b1fb4f43900412c6.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://www.walmart.com/ip/Cortizone-10-Feminine-Relief-Anti-Itch-Cr-me-1oz/35880063,benadryl
"Rash Relief Medicated Anti-Itch Spray, 6 fl oz",$12.22,https://i5.walmartimages.com/asr/d5f08f1c-dd3d-43a0-963f-cf6ec5500176_1.b594d5b81f527b4f334121bbefc7711a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://www.walmart.com/ip/Rash-Relief-Medicated-Anti-Itch-Spray-6-fl-oz/38192976,benadryl
"PREPARATION H Rapid Relief with Lidocaine Hemorrhoid Symptom Treatment Cream, Numbing Relief for Pain, Burning and Itching, Reduces Swelling, Tube (0.75 Ounce)",$18.88,https://i5.walmartimages.com/asr/4f4817f4-b95a-43c8-b196-c786ed4b2a7e.908d97a642c38797b4ed0ed24cfa3f0f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://www.walmart.com/ip/Cream-Pain-Tube-H-Ounce-Rapid-0-75-Burning-Treatment-Swelling-Itching-Hemorrhoid-PREPARATION-Lidocaine-Symptom-Numbing-Reduces-Relief/568782844,benadryl
Gold Bond Medicated Rapid Relief Anti-Itch Cream 1oz,$3.78,https://i5.walmartimages.com/asr/b8f7aea3-18d5-4257-8c78-245f7c0bee82_1.b4066b4379919b57a03b660c49be37b2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://www.walmart.com/ip/Gold-Bond-Medicated-Rapid-Relief-Anti-Itch-Cream-1oz/10307690,benadryl
"CeraVe Itch Relief Moisturizing Cream for Dry Skin, 12.0 OZ",$19.97,https://i5.walmartimages.com/asr/f14a136c-5ba9-48c0-a7d2-39a1c4644d40_1.e59fc09f02643b49acd0bbf8d033a34b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://www.walmart.com/ip/CeraVe-Itch-Relief-Moisturizing-Cream-for-Dry-Skin-12-0-OZ/269950339,benadryl
